Sales Channel,Order Quantity,Discount Applied,Unit Cost,Unit Price,DeliveryDays
In-Store,6,0.2,155.31,254.6,5
Wholesale,7,0.2,1052.44,1252.9,4
Distributor,8,0.075,813.11,1098.8,10
Online,4,0.075,592.82,1058.6,10
In-Store,8,0.05,132.66,201.0,10
In-Store,4,0.075,867.52,1045.2,5
Online,6,0.05,1132.03,2358.4,276
In-Store,4,0.15,1132.03,2572.8,66
Online,5,0.05,585.92,1065.3,94
Online,1,0.05,1884.44,2298.1,34
Wholesale,2,0.1,1997.94,2814.0,3
In-Store,7,0.2,760.85,1118.9,8
Online,4,0.4,472.48,1098.8,7
Distributor,8,0.075,760.92,1855.9,9
Online,7,0.05,1696.84,2532.6,246
In-Store,6,0.1,737.0,1340.0,6
In-Store,4,0.15,1382.88,1728.6,4
In-Store,8,0.05,486.42,1105.5,214
Wholesale,8,0.075,485.01,850.9,153
Online,1,0.4,3020.09,5118.8,1
Wholesale,4,0.4,1460.47,2318.2,153
Wholesale,3,0.075,644.88,837.5,8
Online,8,0.4,1337.72,1996.6,5
Distributor,7,0.3,3004.95,4006.6,245
In-Store,2,0.05,683.74,1051.9,8
In-Store,1,0.05,2525.63,3946.3,123
Online,5,0.4,472.75,984.9,31
Online,8,0.075,1496.65,2934.6,10
In-Store,8,0.2,2925.15,3798.9,155
In-Store,2,0.1,3055.2,3819.0,30
Online,2,0.1,1476.75,1869.3,7
Distributor,2,0.05,486.89,1132.3,6
In-Store,2,0.15,678.44,817.4,3
In-Store,3,0.15,461.5,1125.6,153
In-Store,7,0.15,515.9,1172.5,5
In-Store,8,0.05,749.06,1152.4,94
Wholesale,7,0.05,3270.47,6170.7,215
In-Store,7,0.075,5106.81,6304.7,9
Distributor,1,0.075,711.81,857.6,92
Distributor,6,0.2,2020.72,5051.8,2
In-Store,3,0.05,125.96,268.0,6
Online,2,0.1,837.9,1132.3,1
Online,1,0.05,1886.59,3309.8,7
Online,7,0.05,400.46,931.3,186
Online,1,0.3,1002.59,2331.6,8
Distributor,7,0.1,2026.08,5065.2,155
Online,3,0.05,653.25,837.5,246
Wholesale,2,0.05,282.94,690.1,62
In-Store,7,0.05,1575.84,2626.4,93
In-Store,2,0.15,1479.49,2425.4,3
Distributor,3,0.075,3247.36,3865.9,4
Online,2,0.075,501.7,783.9,7
Distributor,8,0.075,3322.87,5112.1,9
In-Store,6,0.1,1049.22,1809.0,6
In-Store,6,0.1,1764.38,2673.3,1
Online,6,0.075,2781.17,3973.1,154
Distributor,2,0.15,1229.32,1862.6,6
Wholesale,3,0.15,526.96,958.1,5
Online,8,0.3,774.52,911.2,8
Wholesale,6,0.15,410.04,1025.1,98
Wholesale,8,0.05,934.25,2224.4,90
In-Store,3,0.2,1768.8,2358.4,9
Online,6,0.15,2525.63,3946.3,153
In-Store,7,0.05,428.26,911.2,36
Online,5,0.05,466.32,777.2,7
Wholesale,6,0.075,1195.95,2345.0,62
Online,6,0.05,1676.07,3162.4,9
Online,5,0.15,1519.56,2532.6,122
In-Store,3,0.15,90.45,201.0,6
Online,2,0.05,779.08,1025.1,5
In-Store,4,0.075,1567.8,3484.0,7
In-Store,7,0.1,2048.39,2592.9,0
In-Store,2,0.3,1692.02,2773.8,9
In-Store,1,0.4,607.82,1085.4,31
Wholesale,2,0.1,3208.5,3912.8,5
Online,5,0.05,83.75,167.5,7
In-Store,8,0.075,897.8,1795.6,1
In-Store,3,0.05,2841.67,3892.7,7
In-Store,1,0.1,83.62,174.2,0
Online,6,0.05,1878.14,2572.8,1
Online,8,0.075,98.49,201.0,91
In-Store,3,0.075,2599.94,3999.9,8
In-Store,3,0.075,1234.34,1788.9,2
In-Store,7,0.3,132.66,201.0,1
In-Store,4,0.075,106.13,241.2,4
In-Store,4,0.075,798.98,1065.3,5
In-Store,4,0.075,1507.9,2432.1,1
In-Store,2,0.05,3137.07,3825.7,31
Distributor,7,0.075,3937.26,5393.5,2
In-Store,7,0.4,1674.33,3986.5,9
Distributor,5,0.075,582.9,1005.0,1
Distributor,7,0.2,2837.25,6036.7,91
Online,7,0.05,1311.86,2385.2,31
In-Store,8,0.1,771.84,1072.0,92
Online,7,0.1,2695.21,5085.3,0
In-Store,5,0.15,1922.9,3845.8,0
In-Store,6,0.4,668.93,1286.4,1
In-Store,8,0.075,809.03,1078.7,4
Distributor,7,0.1,4583.74,5802.2,9
Distributor,8,0.15,1050.36,1721.9,68
In-Store,1,0.15,736.87,944.7,6
Online,3,0.15,131.39,247.9,0
Wholesale,6,0.1,1447.2,1929.6,216
Distributor,2,0.075,612.05,971.5,10
Wholesale,1,0.05,716.1,1118.9,6
Online,7,0.1,813.11,991.6,5
In-Store,6,0.05,1810.21,2291.4,3
Online,4,0.05,576.27,944.7,153
In-Store,5,0.05,2164.9,3865.9,1
Wholesale,3,0.075,850.36,1118.9,0
Online,8,0.15,123.01,180.9,8
Online,4,0.1,3238.51,5681.6,0
Online,6,0.3,1581.2,2680.0,6
In-Store,6,0.1,1122.79,1782.2,0
Wholesale,2,0.15,922.59,1085.4,0
Online,3,0.075,3325.48,4006.6,2
Online,3,0.1,1516.34,1849.2,31
In-Store,5,0.075,1188.92,1829.1,243
Online,6,0.2,1378.66,2418.7,0
In-Store,3,0.075,1055.12,1701.8,37
Online,1,0.075,568.16,1072.0,5
Online,8,0.075,2864.25,3819.0,92
In-Store,5,0.15,740.35,871.0,0
Distributor,1,0.1,1712.79,3892.7,40
Online,1,0.05,2384.4,3845.8,1
Distributor,7,0.05,596.97,1085.4,2
In-Store,3,0.15,1054.92,2244.5,8
In-Store,5,0.05,472.35,1005.0,5
In-Store,4,0.1,1370.02,1929.6,5
In-Store,5,0.05,791.14,1098.8,7
Online,3,0.1,475.37,864.3,0
Distributor,5,0.075,2428.35,5922.8,1
Wholesale,4,0.4,1929.6,3859.2,10
Distributor,2,0.075,1565.12,3912.8,4
In-Store,2,0.075,978.74,1179.2,0
Online,4,0.075,1378.99,1681.7,9
In-Store,1,0.2,1697.78,2425.4,3
In-Store,8,0.075,760.85,1118.9,0
Distributor,6,0.075,955.15,1326.6,0
Online,1,0.075,1487.4,2974.8,1
In-Store,1,0.15,88.64,180.9,0
Wholesale,3,0.05,4917.13,5996.5,7
Online,4,0.05,1164.19,2425.4,4
In-Store,4,0.05,4313.8,5460.5,0
In-Store,2,0.2,499.02,891.1,1
In-Store,4,0.05,1063.69,1688.4,31
Online,7,0.4,1441.44,2324.9,2
Wholesale,4,0.2,414.8,1011.7,0
Online,8,0.2,180.57,234.5,0
In-Store,5,0.05,625.65,1078.7,0
Online,2,0.05,112.16,207.7,61
In-Store,8,0.15,1109.65,2264.6,3
In-Store,6,0.05,566.02,884.4,9
In-Store,8,0.075,2045.38,2840.8,68
Online,3,0.075,2897.62,5681.6,2
In-Store,7,0.1,3027.46,5936.2,4
Online,1,0.3,550.14,1078.7,1
In-Store,7,0.05,1485.79,2653.2,4
In-Store,6,0.075,131.32,268.0,34
Distributor,7,0.1,890.03,1098.8,122
In-Store,6,0.075,3399.92,3999.9,121
In-Store,7,0.075,3226.18,6204.2,0
In-Store,3,0.15,1151.53,2257.9,92
Online,8,0.4,1460.47,2318.2,3
Online,5,0.2,1125.6,2680.0,30
Online,3,0.05,787.92,1125.6,0
Online,7,0.075,2713.7,3932.9,33
Wholesale,8,0.05,4586.82,5460.5,0
Wholesale,8,0.05,501.16,1139.0,3
In-Store,5,0.075,165.49,254.6,91
Online,3,0.1,1015.72,2539.3,0
In-Store,8,0.2,4598.88,5748.6,0
Wholesale,1,0.4,1193.94,1809.0,0
Wholesale,4,0.1,122.28,167.5,0
In-Store,3,0.05,161.27,194.3,0
In-Store,6,0.3,1691.15,3932.9,1
Online,1,0.075,1857.24,3376.8,5
In-Store,8,0.05,3803.59,5433.7,3
In-Store,5,0.075,4216.18,5855.8,7
In-Store,4,0.15,438.98,844.2,184
Online,6,0.1,596.03,931.3,157
Online,4,0.05,677.71,797.3,4
Wholesale,5,0.05,465.18,877.7,0
Online,2,0.05,986.17,2405.3,1
Wholesale,7,0.075,188.4,254.6,3
Wholesale,2,0.075,1665.89,1983.2,214
In-Store,6,0.15,791.14,1098.8,0
In-Store,4,0.15,514.56,1286.4,5
Distributor,2,0.15,1549.58,2626.4,37
In-Store,6,0.15,2218.84,3892.7,122
Online,8,0.05,660.62,1139.0,0
In-Store,3,0.1,143.72,261.3,9
Wholesale,4,0.05,143.05,234.5,0
Online,8,0.15,884.33,1319.9,155
In-Store,7,0.075,1229.72,2673.3,92
In-Store,5,0.1,1621.4,2948.0,90
In-Store,2,0.05,75.38,167.5,10
In-Store,7,0.15,3059.35,3872.6,0
In-Store,1,0.075,3185.65,3932.9,184
Wholesale,5,0.075,688.09,1058.6,8
In-Store,5,0.05,88.17,187.6,244
Online,8,0.075,2168.79,2613.0,8
Online,6,0.05,1040.44,1963.1,0
Online,6,0.075,3154.63,3993.2,7
In-Store,7,0.075,392.96,770.5,8
In-Store,2,0.15,4488.13,5540.9,153
Wholesale,2,0.05,1559.76,1949.7,7
In-Store,2,0.05,4888.12,5889.3,1
Online,4,0.075,496.6,730.3,9
Wholesale,4,0.075,1858.85,3872.6,7
In-Store,5,0.075,1645.79,3577.8,0
Distributor,1,0.05,1063.69,2532.6,184
In-Store,8,0.1,2138.64,2673.3,3
Wholesale,7,0.05,894.85,1065.3,6
Online,4,0.15,634.09,1132.3,30
Distributor,2,0.05,4266.56,5333.2,5
In-Store,1,0.075,420.22,857.6,184
Distributor,8,0.075,128.91,174.2,3
Online,8,0.05,4367.73,5326.5,0
In-Store,7,0.2,139.29,180.9,274
In-Store,7,0.05,1369.75,1802.3,8
In-Store,2,0.05,1706.89,3879.3,5
Distributor,3,0.05,820.48,1051.9,4
Online,1,0.05,2226.48,3906.1,153
In-Store,5,0.05,507.93,891.1,0
In-Store,2,0.075,170.25,221.1,6
Wholesale,3,0.15,2551.36,3986.5,2
Distributor,1,0.2,153.83,187.6,62
In-Store,5,0.1,102.91,214.4,153
In-Store,2,0.1,909.32,1748.7,4
In-Store,6,0.075,1477.35,1969.8,7
Online,3,0.3,2648.51,3953.0,0
Online,1,0.05,1105.5,2512.5,6
Online,4,0.15,3098.82,3825.7,31
In-Store,1,0.1,89.31,207.7,9
In-Store,6,0.15,1254.24,1929.6,1
Online,7,0.1,458.28,1145.7,2
In-Store,5,0.1,1072.13,2552.7,9
In-Store,6,0.075,2335.62,5561.0,3
In-Store,8,0.075,120.06,214.4,0
Wholesale,1,0.075,1470.52,2371.8,0
Online,2,0.075,498.48,1038.5,214
Distributor,8,0.075,566.55,1011.7,0
Online,7,0.075,2944.65,3926.2,4
Wholesale,2,0.1,4127.74,6070.2,183
Online,5,0.075,5097.03,5996.5,0
Distributor,4,0.2,3246.02,5071.9,60
Online,7,0.15,4129.88,6164.0,0
Distributor,5,0.1,1874.59,3825.7,0
In-Store,3,0.1,806.14,1715.2,30
In-Store,3,0.05,2230.56,3845.8,8
Wholesale,2,0.1,431.48,1078.7,6
In-Store,3,0.1,480.79,1045.2,0
In-Store,1,0.05,123.28,268.0,5
In-Store,7,0.075,1153.47,1802.3,0
Distributor,2,0.1,830.33,1025.1,10
Online,1,0.1,1031.8,2579.5,0
Distributor,7,0.05,2816.01,6257.8,10
Wholesale,5,0.075,4426.56,5333.2,9
Distributor,8,0.15,1155.75,1675.0,7
Online,1,0.1,466.99,1139.0,0
Distributor,3,0.075,667.72,1011.7,3
In-Store,4,0.075,90.58,174.2,153
In-Store,3,0.2,710.2,1775.5,3
In-Store,1,0.05,522.0,1065.3,2
In-Store,3,0.05,4041.71,6123.8,0
In-Store,6,0.075,1986.28,2452.2,8
Wholesale,5,0.1,2226.48,3906.1,2
Online,5,0.05,1622.67,2351.7,64
In-Store,3,0.05,793.28,991.6,63
In-Store,5,0.15,3240.12,5226.0,61
In-Store,1,0.1,3027.46,5936.2,127
In-Store,8,0.075,525.95,1051.9,2
Online,5,0.1,794.35,1018.4,3
Online,7,0.05,2948.2,3731.9,123
In-Store,2,0.1,2588.28,3276.3,4
Online,7,0.4,718.58,1105.5,1
Distributor,4,0.05,4708.22,6539.2,31
In-Store,4,0.075,2778.83,3517.5,245
Distributor,2,0.075,1099.0,2338.3,0
In-Store,1,0.2,892.44,2231.1,4
In-Store,6,0.075,537.61,911.2,0
Online,7,0.05,4520.09,6277.9,0
Distributor,3,0.2,996.16,2371.8,8
In-Store,2,0.2,984.9,1969.8,4
In-Store,2,0.2,2818.36,5996.5,0
Distributor,8,0.1,2396.86,3865.9,32
In-Store,5,0.075,4557.27,5768.7,0
Online,5,0.15,1341.34,1916.2,3
In-Store,2,0.075,1392.93,1989.9,61
In-Store,1,0.1,2763.48,3370.1,94
Distributor,6,0.2,697.74,850.9,38
Wholesale,2,0.05,697.87,1125.6,0
Distributor,8,0.075,3509.66,6157.3,8
Wholesale,6,0.075,592.95,1005.0,6
In-Store,5,0.075,1735.3,2479.0,5
Wholesale,5,0.075,1492.43,1989.9,3
In-Store,7,0.05,336.94,716.9,0
In-Store,4,0.1,894.85,1688.4,3
In-Store,8,0.3,1938.58,2619.7,10
In-Store,3,0.05,1400.17,1728.6,0
Distributor,1,0.075,1637.21,3993.2,30
In-Store,3,0.05,1199.3,2398.6,31
In-Store,6,0.05,548.33,884.4,0
In-Store,8,0.1,353.76,804.0,214
In-Store,6,0.15,475.83,897.8,30
In-Store,4,0.075,1891.01,3859.2,2
In-Store,7,0.1,675.49,951.4,90
In-Store,2,0.1,120.6,201.0,3
In-Store,3,0.15,1950.24,2566.1,0
In-Store,7,0.05,968.02,1728.6,0
Online,3,0.075,3028.0,5132.2,0
Online,6,0.075,4439.29,5480.6,10
In-Store,4,0.15,2688.04,3953.0,7
Wholesale,6,0.075,530.64,964.8,7
Online,4,0.075,1068.65,1943.0,0
Online,8,0.15,3075.23,3892.7,5
Online,3,0.075,4541.39,5822.3,9
In-Store,3,0.15,1299.0,1755.4,6
Wholesale,4,0.1,1439.29,3128.9,1
Distributor,3,0.075,1553.19,2318.2,153
In-Store,5,0.1,1145.3,1735.3,185
Distributor,7,0.05,1551.72,3879.3,10
Online,8,0.05,1887.79,3932.9,2
In-Store,2,0.1,543.5,1045.2,68
In-Store,7,0.1,124.35,214.4,8
In-Store,4,0.05,466.86,897.8,243
In-Store,1,0.3,717.57,1139.0,5
In-Store,5,0.05,2348.02,5460.5,5
Wholesale,3,0.075,1841.76,2391.9,5
Distributor,6,0.3,4557.34,5996.5,274
Wholesale,2,0.075,726.01,1728.6,0
Wholesale,4,0.15,2240.01,3343.3,1
In-Store,6,0.1,81.87,174.2,1
Online,6,0.05,561.06,1058.6,2
Wholesale,5,0.075,395.57,964.8,4
In-Store,1,0.05,2300.51,3966.4,8
In-Store,1,0.05,1895.83,2633.1,4
Online,7,0.05,819.48,1011.7,3
In-Store,8,0.05,2802.74,3892.7,8
Distributor,7,0.05,1636.41,3805.6,3
In-Store,7,0.05,825.44,1031.8,3
In-Store,4,0.05,2618.83,6090.3,2
In-Store,2,0.05,2102.06,3892.7,34
Wholesale,1,0.1,1070.93,2231.1,2
In-Store,6,0.15,3320.52,3953.0,8
Online,1,0.075,726.41,931.3,7
In-Store,4,0.3,1365.73,2626.4,5
Online,6,0.15,1294.91,1681.7,153
Distributor,2,0.2,987.71,1266.3,1
Online,5,0.1,1879.75,3356.7,31
In-Store,6,0.1,767.42,1112.2,0
In-Store,8,0.05,819.54,1862.6,31
In-Store,2,0.1,106.93,254.6,153
In-Store,1,0.2,2822.04,3919.5,10
Distributor,1,0.05,3024.65,3979.8,0
In-Store,6,0.15,1852.42,3859.2,3
Online,8,0.3,109.34,214.4,6
Wholesale,1,0.075,989.79,1252.9,32
Online,8,0.15,2367.85,4013.3,6
Online,8,0.075,645.08,1112.2,216
Distributor,8,0.05,2662.85,3859.2,0
Online,5,0.1,3137.07,3825.7,1
In-Store,7,0.1,173.66,241.2,5
Online,5,0.4,2467.48,3979.8,67
Wholesale,8,0.075,3197.51,3899.4,0
In-Store,3,0.05,1736.64,2412.0,215
In-Store,8,0.075,4289.41,5875.9,61
Online,1,0.3,3122.87,5293.0,5
Online,7,0.075,1995.53,3912.8,33
In-Store,3,0.075,718.64,1159.1,6
In-Store,4,0.1,596.57,1125.6,7
In-Store,8,0.05,1956.4,3912.8,7
In-Store,7,0.05,159.46,227.8,213
Distributor,7,0.075,407.36,1018.4,92
Wholesale,8,0.1,684.74,938.0,8
Online,3,0.05,102.51,227.8,2
Distributor,7,0.05,673.35,1005.0,31
Distributor,2,0.075,166.29,227.8,3
Wholesale,5,0.05,546.72,1072.0,0
Distributor,1,0.075,1954.52,2505.8,68
In-Store,5,0.05,3015.0,4020.0,245
Wholesale,4,0.05,3253.86,5916.1,0
In-Store,4,0.1,567.89,1092.1,0
Online,4,0.15,2375.82,3959.7,0
In-Store,3,0.1,1884.44,3845.8,0
In-Store,7,0.1,2586.87,3919.5,91
In-Store,6,0.2,131.32,268.0,6
Online,8,0.05,1634.47,3986.5,9
In-Store,7,0.075,1795.6,2680.0,0
Online,3,0.075,501.7,1045.2,3
In-Store,1,0.05,3272.28,5949.6,0
In-Store,5,0.075,1578.52,3946.3,2
In-Store,2,0.2,1536.44,1969.8,1
In-Store,2,0.05,2872.63,5862.5,0
Online,5,0.15,739.95,1681.7,0
Wholesale,8,0.05,1361.98,2432.1,92
In-Store,6,0.075,1429.51,1701.8,5
Wholesale,8,0.15,2207.58,3504.1,0
Wholesale,6,0.2,1689.47,2639.8,10
In-Store,7,0.075,1021.08,1701.8,274
Wholesale,3,0.05,2315.92,5514.1,6
Online,8,0.2,696.47,1105.5,3
In-Store,5,0.075,815.12,1031.8,4
In-Store,2,0.075,4090.75,5681.6,2
In-Store,1,0.15,1869.17,2525.9,9
Online,6,0.075,639.85,1279.7,30
Distributor,4,0.05,2073.92,3095.4,1
In-Store,2,0.15,146.33,174.2,64
Distributor,2,0.1,684.74,978.2,0
In-Store,1,0.05,148.07,227.8,90
Distributor,4,0.05,161.74,227.8,123
Online,4,0.15,4738.58,6318.1,0
Online,3,0.05,935.99,1701.8,0
Distributor,6,0.075,2230.3,3055.2,31
Distributor,5,0.05,728.49,877.7,95
Distributor,7,0.15,901.02,1098.8,92
In-Store,3,0.05,469.47,958.1,10
In-Store,3,0.075,452.25,1005.0,7
In-Store,3,0.05,804.54,1058.6,153
Wholesale,4,0.15,698.68,1058.6,92
Wholesale,3,0.075,2438.0,5540.9,90
Online,8,0.15,600.12,1132.3,9
In-Store,5,0.05,506.52,1125.6,0
In-Store,3,0.05,1225.3,2552.7,122
In-Store,2,0.075,661.96,1018.4,153
Wholesale,6,0.05,472.75,964.8,0
Distributor,7,0.05,685.01,964.8,30
In-Store,8,0.075,996.96,2492.4,6
Wholesale,6,0.4,806.35,971.5,92
Distributor,1,0.2,777.67,1065.3,213
Distributor,1,0.15,3310.47,6130.5,93
In-Store,4,0.15,1936.84,2653.2,215
Distributor,6,0.1,607.82,1125.6,4
Online,8,0.15,531.71,857.6,122
Online,1,0.2,1354.47,1782.2,0
Distributor,6,0.075,1045.2,2010.0,61
In-Store,4,0.05,660.35,857.6,182
Online,5,0.1,644.54,871.0,0
Distributor,8,0.075,1945.14,2559.4,3
Distributor,7,0.05,1601.17,3812.3,274
In-Store,7,0.075,571.64,1058.6,0
In-Store,1,0.15,1958.41,2479.0,37
In-Store,5,0.1,1480.7,1742.0,9
Online,2,0.05,1739.32,3162.4,185
Online,2,0.05,97.62,207.7,122
Online,6,0.075,605.35,931.3,8
Online,3,0.05,3365.14,5098.7,0
Online,8,0.4,909.32,1165.8,0
In-Store,5,0.05,954.75,1909.5,3
In-Store,7,0.05,5057.96,6244.4,0
Online,4,0.075,3252.98,3872.6,153
Online,4,0.3,1180.61,1762.1,215
Online,3,0.075,1480.57,2552.7,4
Wholesale,4,0.1,502.5,1005.0,10
Online,4,0.05,978.2,1340.0,29
Distributor,1,0.05,921.25,1842.5,184
Wholesale,2,0.4,3236.1,3852.5,4
In-Store,3,0.1,715.49,1212.7,0
Online,1,0.05,2940.63,3819.0,7
Distributor,8,0.2,532.65,1065.3,2
Wholesale,6,0.1,1192.06,1862.6,121
Wholesale,4,0.1,1154.14,1989.9,65
Online,8,0.075,2289.39,2693.4,1
Distributor,7,0.4,2613.0,4020.0,7
Online,3,0.1,557.84,1212.7,5
Online,3,0.1,2891.72,3484.0,0
Online,3,0.3,2499.77,3845.8,0
Distributor,2,0.2,1703.01,2398.6,123
In-Store,5,0.075,3919.23,6123.8,3
In-Store,3,0.1,1216.45,1788.9,0
In-Store,3,0.05,2002.36,3926.2,186
Online,7,0.1,124.82,180.9,154
Distributor,3,0.05,2313.44,3169.1,123
Wholesale,1,0.15,539.35,1172.5,123
Online,5,0.05,2573.81,3959.7,61
In-Store,7,0.05,108.81,194.3,30
In-Store,8,0.05,1877.74,2318.2,60
In-Store,3,0.1,1494.64,1916.2,0
In-Store,5,0.05,1055.25,2512.5,31
In-Store,6,0.15,102.78,174.2,96
Online,1,0.1,3344.24,5668.2,0
In-Store,3,0.3,1106.84,1876.0,0
In-Store,6,0.1,886.41,1969.8,31
In-Store,5,0.075,836.16,1045.2,10
In-Store,5,0.2,2727.17,5681.6,4
In-Store,5,0.15,442.2,1105.5,184
In-Store,7,0.15,2170.8,5427.0,90
Online,7,0.05,1403.32,2378.5,39
In-Store,5,0.075,2418.43,5038.4,3
Online,1,0.05,497.41,857.6,30
In-Store,8,0.2,1417.45,1728.6,61
In-Store,5,0.075,163.61,221.1,0
In-Store,4,0.05,637.77,1118.9,0
Distributor,6,0.1,137.08,207.7,10
Online,3,0.05,641.66,1051.9,5
Distributor,5,0.075,107.2,214.4,5
In-Store,5,0.1,4734.49,6485.6,8
In-Store,4,0.1,1569.94,2706.8,3
Distributor,8,0.075,589.87,951.4,9
Distributor,6,0.075,1487.4,1983.2,38
Distributor,2,0.1,2517.19,3872.6,4
Online,5,0.075,3119.92,3999.9,39
Online,5,0.3,1773.16,2244.5,2
Distributor,3,0.075,699.48,1748.7,92
Online,6,0.05,1615.24,3845.8,91
In-Store,4,0.075,1990.84,2398.6,0
In-Store,8,0.075,4276.81,5554.3,0
Online,4,0.15,2630.55,3926.2,0
Wholesale,4,0.05,3177.81,6231.0,1
Online,2,0.05,4118.62,6056.8,153
In-Store,4,0.075,1327.4,2552.7,62
In-Store,7,0.05,882.73,1038.5,92
In-Store,3,0.075,5182.85,6244.4,1
In-Store,8,0.05,1926.25,3852.5,0
In-Store,5,0.1,2812.39,3906.1,5
Distributor,1,0.2,111.62,227.8,66
In-Store,6,0.1,1486.6,3457.2,2
In-Store,8,0.05,1712.52,2412.0,3
Wholesale,5,0.2,3285.41,4006.6,4
In-Store,4,0.075,107.13,261.3,6
Online,5,0.05,534.66,938.0,3
Online,3,0.05,2150.16,3028.4,9
Online,8,0.1,1476.68,2546.0,1
Online,1,0.2,124.35,214.4,9
Online,6,0.1,96.48,214.4,1
Online,5,0.05,1922.9,3845.8,8
Wholesale,3,0.05,737.34,1038.5,0
In-Store,8,0.2,93.8,234.5,5
Distributor,5,0.05,443.21,904.5,0
In-Store,3,0.075,1019.87,1728.6,2
In-Store,4,0.05,312.35,743.7,7
In-Store,8,0.2,632.08,1192.6,153
In-Store,3,0.075,1392.93,2211.0,7
In-Store,7,0.1,502.5,837.5,184
In-Store,7,0.05,1603.71,2505.8,0
Wholesale,1,0.1,114.64,194.3,4
Online,3,0.075,1181.88,1969.8,0
Online,2,0.075,1485.79,1929.6,97
In-Store,2,0.1,95.54,207.7,0
In-Store,7,0.075,3046.76,3906.1,0
Wholesale,3,0.4,3025.85,3879.3,0
In-Store,8,0.05,1999.82,2438.8,0
Online,7,0.05,1070.66,2278.0,3
In-Store,5,0.075,4803.03,6237.7,182
Online,4,0.05,4180.93,5098.7,0
Distributor,1,0.075,1515.54,1943.0,4
Online,6,0.05,354.36,824.1,274
Distributor,3,0.3,600.32,1072.0,61
In-Store,6,0.15,1904.48,2539.3,3
Online,3,0.075,1195.95,2345.0,152
Wholesale,7,0.4,563.81,1025.1,214
Distributor,8,0.05,545.38,991.6,8
Online,4,0.075,1735.3,2345.0,2
In-Store,8,0.05,1276.35,1701.8,10
In-Store,5,0.2,123.68,174.2,245
In-Store,7,0.15,868.05,1058.6,6
Distributor,4,0.05,2379.84,3966.4,91
Distributor,6,0.1,120.6,201.0,184
Distributor,8,0.1,1462.21,2358.4,64
Wholesale,6,0.15,3066.32,6257.8,95
In-Store,7,0.15,689.16,931.3,0
Online,1,0.05,750.4,1172.5,61
In-Store,4,0.1,1288.34,1922.9,3
Online,2,0.15,1098.8,2747.0,0
In-Store,6,0.075,2267.35,5272.9,9
In-Store,7,0.1,1640.83,2646.5,0
In-Store,2,0.1,1874.93,3906.1,1
Online,2,0.075,498.48,1038.5,1
In-Store,5,0.075,486.82,1159.1,3
In-Store,6,0.4,1167.14,2244.5,1
In-Store,7,0.05,1418.06,1708.5,1
Online,1,0.15,830.8,1038.5,40
Online,4,0.2,2069.5,3832.4,1
Online,2,0.05,1379.93,1815.7,61
Online,8,0.075,753.55,1092.1,6
Distributor,5,0.1,540.29,1125.6,4
In-Store,7,0.05,139.36,214.4,30
Online,6,0.15,2677.52,3477.3,0
In-Store,3,0.05,713.55,1005.0,8
Wholesale,8,0.075,1172.84,2606.3,122
In-Store,2,0.075,2068.96,2586.2,0
Online,2,0.2,4432.05,5909.4,37
Online,6,0.05,1862.06,3879.3,4
In-Store,1,0.1,175.67,254.6,8
Online,5,0.075,1018.13,1755.4,5
Online,4,0.075,479.05,958.1,5
In-Store,3,0.1,419.15,911.2,153
Wholesale,3,0.1,446.89,971.5,1
Wholesale,2,0.15,216.41,254.6,31
In-Store,5,0.075,100.5,201.0,2
In-Store,2,0.05,130.65,167.5,2
In-Store,6,0.075,1653.69,3845.8,31
In-Store,3,0.4,722.8,1165.8,8
Distributor,1,0.1,526.22,1031.8,0
Online,2,0.15,650.91,971.5,0
In-Store,8,0.15,773.45,1045.2,0
Online,7,0.05,2170.8,2680.0,36
Wholesale,3,0.05,222.11,261.3,8
In-Store,4,0.05,4428.43,6150.6,10
In-Store,3,0.15,137.08,207.7,3
In-Store,5,0.05,445.01,1085.4,2
In-Store,7,0.075,4656.37,5969.7,2
Online,4,0.05,2509.15,3584.5,0
Distributor,7,0.075,1414.1,2318.2,3
In-Store,5,0.2,1304.49,2371.8,6
Online,6,0.05,999.91,1922.9,6
Online,6,0.3,641.19,971.5,5
In-Store,6,0.3,633.95,1112.2,7
Online,7,0.15,771.04,917.9,5
In-Store,8,0.3,596.37,864.3,4
In-Store,2,0.05,868.32,1072.0,0
In-Store,1,0.1,949.93,1862.6,4
In-Store,1,0.075,1695.1,3852.5,0
Online,3,0.05,560.92,1078.7,5
Distributor,1,0.4,1860.99,3323.2,3
In-Store,7,0.2,1154.54,2405.3,0
Distributor,1,0.3,3541.42,5621.3,61
Distributor,6,0.075,692.45,1065.3,2
Distributor,8,0.075,2580.44,5266.2,6
Distributor,7,0.05,3002.54,3899.4,1
Wholesale,8,0.075,2257.16,3825.7,0
Distributor,1,0.05,3767.75,5460.5,95
Online,2,0.2,781.09,1165.8,61
In-Store,7,0.1,3142.23,3879.3,183
Wholesale,4,0.05,747.18,1098.8,0
Distributor,2,0.4,1152.67,2619.7,66
Wholesale,5,0.1,2273.31,3919.5,0
In-Store,4,0.075,136.68,268.0,153
Online,7,0.2,759.78,1085.4,31
Online,7,0.15,3236.1,3852.5,0
In-Store,7,0.15,477.04,1192.6,0
Online,5,0.05,134.0,167.5,0
Distributor,6,0.1,457.28,703.5,65
In-Store,8,0.075,95.68,227.8,187
In-Store,5,0.05,761.12,1072.0,31
In-Store,4,0.075,1453.36,2505.8,5
